event_id,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,Duration in weeks,Revenue
POP101051,Estée Lauder,Europe,Madrid,Airport Duty-Free,Shop-in-Shop,2025-02-26,2025-04-07,40,LE-XDXHMTVD,Estée Lauder Éclat Setting Powder,80.83,905,2653,96.23,6,214442.0
POP101109,Dior,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2025-01-04,2025-03-17,72,LE-ZZIPSIF4,Dior Opulence Eyeshadow Palette,66.7,1221,1305,66.45,10,87043.5
POP101722,Lancôme,Latin America,Mexico City,Airport Duty-Free,Shop-in-Shop,2024-04-03,2024-05-17,44,LE-UW0SDVQX,Lancôme Noir Highlighter,51.34,1607,2316,50.91,6,118903.4
POP100540,Clé de Peau Beauté,Middle East,Doha,Airport Duty-Free,Shop-in-Shop,2025-02-16,2025-03-13,25,LE-KPZON6LQ,Clé de Peau Beauté Noir Setting Powder,52.8,1368,2639,63.12,4,139339.2
POP100397,Bobbi Brown,North America,Miami,Airport Duty-Free,Shop-in-Shop,2024-11-27,2025-02-03,68,LE-KNNAKMOR,Bobbi Brown Mirage Foundation,111.89,2348,1620,78.56,10,181261.8
POP100200,YSL Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,2025-03-18,2025-05-26,69,LE-3JF3S31P,YSL Beauty Mirage Lipstick,62.03,1270,1088,87.88,10,67488.6
POP100878,Valentino Beauty,Europe,Paris,Airport Duty-Free,Shop-in-Shop,2025-02-28,2025-05-17,78,LE-F2B3H44X,Valentino Beauty Éclat Lipstick,31.78,1036,3363,79.62,11,106876.1
POP101238,Armani Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Shop-in-Shop,2024-07-19,2024-08-01,13,LE-JJEQ6ONR,Armani Beauty Lumière Eyeshadow Palette,145.64,1572,670,71.66,2,97578.8
POP100298,Sisley-Paris,Europe,Milan,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-10,2024-03-25,15,LE-3UBWPR86,Sisley-Paris Velvet Foundation,71.57,2168,2045,73.64,2,146360.7
POP101507,Clé de Peau Beauté,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2025-04-06,2025-06-11,66,LE-VOI6Y1PF,Clé de Peau Beauté Pearl Lipstick,41.09,2007,1224,100,9,50294.2
POP100367,YSL Beauty,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-08,2025-01-14,6,LE-82NRN3EV,YSL Beauty Pearl Blush,41.05,785,2440,59.17,1,100162.0
POP101333,Charlotte Tilbury,Europe,Milan,Airport Duty-Free,Mobile Pop-Up Truck,2024-10-03,2024-11-10,38,LE-4LTAVIV9,Charlotte Tilbury Lumière Serum,84.34,1518,3254,94.57,5,274442.4
POP101486,Clé de Peau Beauté,Asia-Pacific,Shanghai,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-20,2025-04-17,28,LE-867B2HS5,Clé de Peau Beauté Noir Setting Powder,79.23,1057,3420,98.7,4,270966.6
POP101793,Tom Ford Beauty,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-13,2024-06-10,89,LE-Y1KDKHSW,Tom Ford Beauty Velvet Foundation,75.81,1906,2853,90.74,13,216285.9
POP100120,Pat McGrath Labs,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-09,2025-04-25,47,LE-Z0180RQ9,Pat McGrath Labs Glow Fragrance,323.57,1709,1676,82.85,7,542303.3
POP101750,Guerlain,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-15,2024-11-12,58,LE-BUTU4RLC,Guerlain Éclat Blush,33.48,918,3463,97.08,8,115941.2
POP101165,Rare Beauty,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-17,2025-05-06,50,LE-XQLNOQU6,Rare Beauty Satin Mascara,43.7,951,443,64.39,7,19359.1
POP100845,NARS,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-20,2024-06-17,89,LE-GGW6BQ0L,NARS Éclat Fragrance,356.24,2335,2540,53.39,13,904849.6
POP102110,Dior,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-06,2024-12-17,41,LE-XQADWINV,Dior Satin Mascara,51.78,1139,1439,60.79,6,74511.4
POP101334,Shiseido,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-09,2025-01-30,21,LE-QKE0EWVY,Shiseido Pearl Highlighter,88.84,1149,2579,79.38,3,229118.4
POP101404,Pat McGrath Labs,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2025-05-21,2025-05-27,6,LE-CW755HTH,Pat McGrath Labs Rouge Primer,68.35,1090,2301,66.16,1,157273.4
POP100440,Huda Beauty,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-16,2024-12-14,89,LE-D765EHRJ,Huda Beauty Pearl Blush,33.95,2396,3234,92.14,13,109794.3
POP101050,Armani Beauty,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-27,2024-10-27,30,LE-6HWP249W,Armani Beauty Velvet Highlighter,85.84,1362,1916,69.02,4,164469.4
POP100561,La Prairie,Europe,London,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-14,2024-05-27,13,LE-5PU52FW9,La Prairie Satin Primer,69.22,909,3265,83.59,2,226003.3
POP100905,Dior,Asia-Pacific,Seoul,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-28,2024-06-20,84,LE-V4PWXCM1,Dior Satin Highlighter,80.42,2413,2021,72.86,12,162528.8
POP100063,Hourglass,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-09,2024-07-02,23,LE-XDLXOQ3Z,Hourglass Mirage Highlighter,63.27,932,3738,82.99,3,236503.3
POP101740,Bobbi Brown,Middle East,Abu Dhabi,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-06,2024-06-04,90,LE-QOFR8VNQ,Bobbi Brown Rouge Primer,70.88,1141,1870,73.65,13,132545.6
POP100071,Dior,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-06,2025-01-25,50,LE-IC6DXN6U,Dior Noir Setting Powder,75,2375,2072,71.45,7,155400.0
POP101105,Pat McGrath Labs,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-08-08,2024-10-13,66,LE-HHRWPV2R,Pat McGrath Labs Velvet Serum,144.65,944,1829,64.02,9,264564.9
POP101251,Dior,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2025-07-27,2025-08-09,13,LE-6E92S4O2,Dior Glow Lipstick,36.01,2052,2325,52.59,2,83723.3
POP101225,Sisley-Paris,North America,Toronto,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-27,2024-10-09,74,LE-06UA30PM,Sisley-Paris Satin Eyeshadow Palette,115.81,2070,1917,49.57,11,222007.8
POP100755,Armani Beauty,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2024-08-02,,43,LE-WCEZV73W,Armani Beauty Glow Setting Powder,47.94,1568,1677,89.15,6,80395.4
POP100552,MAC Cosmetics,Latin America,Buenos Aires,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-05,2024-07-22,17,LE-TXGD2H2U,MAC Cosmetics Glow Lipstick,45.1,2011,1700,57.39,2,76670.0
POP100032,Sisley-Paris,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-04,2024-05-14,71,LE-1B1KEWX7,Sisley-Paris Rouge Mascara,35.21,1701,2641,57.7,10,92989.6
POP102017,Huda Beauty,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2025-02-07,2025-02-19,12,LE-ZQGC0CH0,Huda Beauty Velvet Mascara,32.66,1910,3092,83.43,2,100984.7
POP101053,Bobbi Brown,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-08,2024-03-15,7,LE-YZI750T5,Bobbi Brown Velvet Highlighter,43.59,742,284,51.08,1,12379.6
POP100353,La Prairie,Europe,Paris,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-27,2024-10-06,9,LE-IPN5T5WV,La Prairie Éclat Mascara,59.35,1614,1725,84.06,1,102378.8
POP101449,Estée Lauder,Middle East,unknown,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-16,2025-06-12,88,LE-KXELI6K6,Estée Lauder Noir Highlighter,82.59,1937,1364,67.39,13,112652.8
POP101883,Rare Beauty,North America,Miami,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-30,2024-08-28,59,LE-ZDHKIA8S,Rare Beauty Glow Fragrance,222.82,1487,3102,91.42,8,691187.6
POP101578,Clé de Peau Beauté,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-29,2024-06-17,80,LE-UG9CPTHD,Clé de Peau Beauté Glow Serum,166.72,1499,881,98.77,11,146880.3
POP101239,YSL Beauty,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-19,2024-06-11,84,LE-IW3O8A8C,YSL Beauty Opulence Fragrance,96.47,1458,3219,81.19,12,310536.9
POP100831,Pat McGrath Labs,Latin America,Buenos Aires,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-29,2024-09-14,77,LE-VAKLJUVV,Pat McGrath Labs Lumière Foundation,105.14,1612,1156,83.41,11,121541.8
POP102013,Dior,Latin America,Buenos Aires,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-30,2025-01-23,54,LE-YNPE9UCH,Dior Éclat Setting Powder,71.21,1384,306,76.12,8,21790.3
POP100167,Clé de Peau Beauté,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-25,2024-04-08,14,LE-XLL3R9V3,Clé de Peau Beauté Velvet Foundation,89.73,996,901,70.61,2,80846.7
POP101374,Armani Beauty,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-12,2024-05-19,68,LE-ZIZXYCUK,Armani Beauty Lumière Fragrance,350.47,957,806,74.63,10,282478.8
POP100997,Dior,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2024-08-03,2024-08-26,23,LE-CL4FMXNB,Dior Opulence Fragrance,234.12,2249,1662,94.27,3,389107.4
POP100757,YSL Beauty,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2025-07-18,2025-07-29,11,LE-DX0QGDC3,YSL Beauty Noir Blush,67.95,1078,1973,89.6,2,134065.4
POP100592,Guerlain,Latin America,Bogotá,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-05,2024-05-12,68,LE-A1GKQY6U,Guerlain Lumière Blush,58.59,2225,1162,92.3,10,68081.6
POP101963,La Prairie,North America,Miami,Airport Duty-Free,Mobile Pop-Up Truck,2025-02-09,2025-03-16,35,LE-JC9U1XMM,La Prairie Rouge Primer,55.5,1621,468,46.94,5,25974.0
POP100326,NARS,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-25,2025-04-10,16,LE-TI3PWSTW,NARS Velvet Setting Powder,60.21,2249,2054,63.83,2,123671.3
POP100178,Hermès Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-02,2025-01-14,73,LE-TLYJIO00,Hermès Beauty Lumière Eyeshadow Palette,65.78,2253,571,88.39,10,37560.4
POP101557,Tom Ford Beauty,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,2024-02-19,2024-04-21,62,LE-UM6K1A0K,Tom Ford Beauty Rouge Fragrance,362.63,2359,444,100,9,161007.7
POP100660,Sisley-Paris,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-17,2024-04-24,38,LE-XT2XVW77,Sisley-Paris Velvet Highlighter,75.76,1385,1379,83.58,5,104473.0
POP100126,Pat McGrath Labs,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-04-26,2024-05-02,6,LE-JI7F9HXH,Pat McGrath Labs Opulence Primer,76.5,821,3440,71.7,1,263160.0
POP101679,Estée Lauder,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2025-06-05,2025-08-06,62,LE-L90DT8Y2,Estée Lauder Velvet Eyeshadow Palette,73.28,2301,1939,99.08,9,142089.9
POP101717,Sisley-Paris,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-24,2025-02-20,58,LE-N5ZG06FG,Sisley-Paris Rouge Highlighter,83.34,1824,3126,99.81,8,260520.8
POP101058,Huda Beauty,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-04,2024-07-08,65,LE-FYXU2EOQ,Huda Beauty Mirage Eyeshadow Palette,139.48,1286,4107,92.96,9,572844.4
POP101831,NARS,Middle East,Dubai,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-14,2024-12-08,24,LE-YHMXHUYJ,NARS Mirage Blush,34.25,1413,3466,99.48,3,118710.5
POP100844,Givenchy Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-07,2024-05-11,65,LE-0ILHUWX6,Givenchy Beauty Opulence Mascara,31.88,2003,3309,87.03,9,105490.9
POP100005,Hermès Beauty,Latin America,Bogotá,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-06,2025-01-03,28,LE-JNGO47E8,Hermès Beauty Pearl Blush,59.68,1374,547,57.52,4,32645.0
POP100594,Rare Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-18,2025-03-12,84,LE-YLL2RN3M,Rare Beauty Éclat Fragrance,97.69,2019,2105,95.25,12,205637.5
POP101280,Fenty Beauty,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2025-08-06,2025-08-11,5,LE-2ODXWZH5,Fenty Beauty Pearl Highlighter,58.2,1070,3475,77.95,1,202245.0
POP101030,Dior,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-15,2025-05-21,67,LE-OY5YGZ46,Dior Glow Lipstick,51.68,1281,1685,71.49,10,87080.8
POP100238,MAC Cosmetics,Europe,Milan,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-15,2024-09-26,73,LE-WUNL1PRK,MAC Cosmetics Velvet Setting Powder,59.72,1357,197,59.52,10,11764.8
POP101096,Givenchy Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-30,2025-02-06,7,LE-NF3P9BES,Givenchy Beauty Lumière Fragrance,232.01,1243,1858,63.48,1,431074.6
POP100737,Clé de Peau Beauté,Middle East,Abu Dhabi,Airport Duty-Free,Mobile Pop-Up Truck,2024-10-08,2024-11-01,24,LE-CJLM37KD,Clé de Peau Beauté Velvet Mascara,70.73,1138,2052,76.91,3,145138.0
POP100388,Dior,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-12,2024-12-28,16,LE-E1ZHGFAU,Dior Glow Setting Powder,72.19,1443,2416,62.87,2,174411.0
POP101262,Shiseido,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-20,2024-08-23,64,LE-RWKPE5CQ,Shiseido Opulence Mascara,52.54,1922,4023,93.91,9,211368.4
POP101376,Clé de Peau Beauté,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2025-07-02,2025-08-07,36,LE-9FDQP2WB,Clé de Peau Beauté Rouge Eyeshadow Palette,149.59,1730,2181,91.14,5,326255.8
POP101915,Valentino Beauty,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-04,2024-08-08,35,LE-950QWR3N,Valentino Beauty Satin Blush,39.54,818,3754,93.36,5,148433.2
POP101647,Sisley-Paris,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-04,2024-04-20,47,LE-0H8S72S3,Sisley-Paris Glow Serum,241.62,2631,3278,100,7,792030.4
POP101536,YSL Beauty,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2025-05-25,2025-07-14,50,LE-WV77GVF2,YSL Beauty Lumière Eyeshadow Palette,53.49,2066,3418,72.85,7,182828.8
POP100454,La Prairie,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-01,2025-01-21,51,LE-BXFPRNS3,La Prairie Velvet Foundation,102.89,1044,2717,54.71,7,279552.1
POP101788,Rare Beauty,Latin America,Bogotá,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-10,2024-05-25,15,LE-7DEZQ7UN,Rare Beauty Noir Fragrance,341.58,868,2740,69.72,2,935929.2
POP101450,Hourglass,North America,Miami,Airport Duty-Free,Mobile Pop-Up Truck,2024-10-27,2024-12-14,48,LE-UP4CCOIK,Hourglass Glow Highlighter,66.99,1411,2705,84.14,7,181208.0
POP101568,Lancôme,Latin America,Mexico City,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-08,2024-08-17,70,LE-9KW1XS8D,Lancôme Velvet Eyeshadow Palette,54.42,1226,1847,67.26,10,100513.7
POP100257,Armani Beauty,Europe,London,Airport Duty-Free,Mobile Pop-Up Truck,2025-06-09,2025-06-13,4,LE-I2P2YCY5,Armani Beauty Glow Setting Powder,50.44,944,999,76.38,1,50389.6
POP100580,Armani Beauty,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-10-16,2024-11-29,44,LE-OX0YFLVB,Armani Beauty Pearl Mascara,30.15,1107,2148,79.38,6,64762.2
POP100801,Charlotte Tilbury,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-06,2024-04-15,40,LE-EU3295UL,Charlotte Tilbury Satin Eyeshadow Palette,129.83,982,3147,67.79,6,408575.0
POP100790,La Prairie,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-17,2025-02-01,46,LE-8431MGNN,La Prairie Noir Serum,219.6,1382,239,73.09,7,52484.4
POP101365,Guerlain,Latin America,Mexico City,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-28,2025-05-21,54,LE-RG8XULPF,Guerlain Satin Eyeshadow Palette,149.79,1397,879,51.43,8,131665.4
POP101688,Rare Beauty,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-29,2025-03-04,34,LE-U7HP8Y9Y,Rare Beauty Pearl Lipstick,71.3,2225,1238,49.76,5,88269.4
POP101746,Pat McGrath Labs,Asia-Pacific,Shanghai,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-25,2025-02-12,79,LE-Z74M2HJ6,Pat McGrath Labs Lumière Foundation,64.11,1508,1614,71.73,11,103473.5
POP100992,Dior,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-29,2025-05-14,46,LE-WINET3TA,Dior Lumière Highlighter,49.09,2085,3656,76.15,7,179473.0
POP101243,Givenchy Beauty,Asia-Pacific,Singapore,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-25,2024-12-10,15,LE-ME9OICAK,Givenchy Beauty Satin Highlighter,74.08,1063,4552,91.72,2,337212.2
POP100821,Clé de Peau Beauté,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-26,2025-04-25,89,LE-QWSWIKYI,Clé de Peau Beauté Satin Fragrance,132.43,1002,1822,56.1,13,241287.5
POP101154,Chanel,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-04-20,2024-05-06,16,LE-H0DU7H5H,Chanel Satin Lipstick,52.33,1732,435,83.98,2,22763.6
POP100659,Hermès Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2025-06-10,2025-06-21,11,LE-E415YA7F,Hermès Beauty Pearl Highlighter,53.82,1845,1670,88.17,2,89879.4
POP101439,Givenchy Beauty,Latin America,Buenos Aires,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-13,2024-09-06,55,LE-JFMNLOXE,Givenchy Beauty Glow Fragrance,275.3,992,2526,57.5,8,695407.8
POP101842,La Prairie,Europe,London,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-28,2024-07-13,46,LE-O58Z5ZGY,La Prairie Éclat Highlighter,65.71,1158,3364,78.4,7,221048.4
POP101282,Armani Beauty,Middle East,Dubai,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-13,2024-08-04,22,LE-11Z3SVLW,Armani Beauty Mirage Highlighter,63.13,1593,4154,93.83,3,262242.0
POP100612,Valentino Beauty,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2025-02-21,2025-04-22,60,LE-2W9S0Z5V,Valentino Beauty Rouge Lipstick,31.47,1679,4731,98.73,9,148884.6
POP100391,MAC Cosmetics,Middle East,Dubai,Airport Duty-Free,Mobile Pop-Up Truck,2025-02-27,2025-03-26,27,LE-5AONQ2YL,MAC Cosmetics Opulence Highlighter,74.09,1560,1199,64.43,4,88833.9
POP101367,YSL Beauty,Latin America,Bogotá,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-30,2025-02-12,44,LE-PH3DML6Y,YSL Beauty Mirage Primer,46.21,1398,3342,68.78,6,154433.8
POP102014,Valentino Beauty,North America,New York,Airport Duty-Free,Flash Event,2024-03-17,2024-06-09,84,LE-9E9FTDSM,Valentino Beauty Pearl Eyeshadow Palette,77.93,1652,2782,86.32,12,216801.3
POP101613,Bobbi Brown,North America,Chicago,Airport Duty-Free,Flash Event,2024-08-18,2024-10-15,58,LE-RAXQV3JI,Bobbi Brown Noir Foundation,82.85,1129,1715,78.03,8,142087.8
POP100051,YSL Beauty,Latin America,Bogotá,Airport Duty-Free,Flash Event,2025-04-21,2025-06-27,67,LE-U0CARU64,YSL Beauty Pearl Primer,69.45,1976,2324,96.15,10,161401.8
POP100408,Dior,Europe,Berlin,Airport Duty-Free,Flash Event,2025-04-23,2025-07-17,85,LE-N55VSLT5,Dior Éclat Lipstick,52.63,2126,3834,100,12,201783.4
POP101113,La Prairie,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,2024-04-01,2024-06-22,82,LE-ECQUTP99,La Prairie Mirage Primer,37.4,1178,242,55.76,12,9050.8
POP101804,Lancôme,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-04-18,2024-04-28,10,LE-8XYFHZ2G,Lancôme Satin Highlighter,43.71,1341,2684,98.42,1,117317.6
POP100637,Shiseido,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,2025-01-24,2025-02-18,25,LE-J1PBTGUH,Shiseido Velvet Highlighter,81.51,883,571,93.15,4,46542.2
POP100134,NARS,Europe,Milan,Airport Duty-Free,Flash Event,2024-10-14,2024-11-09,26,LE-XP19SG22,NARS Satin Setting Powder,59.32,1237,4145,92.32,4,245881.4
POP101565,Hourglass,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,2025-03-08,2025-04-23,46,LE-6OROBCT0,Hourglass Rouge Setting Powder,51.77,2374,3767,82.83,7,195017.6
POP100930,Armani Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,2025-01-23,2025-03-06,42,LE-XZR6KFD7,Armani Beauty Velvet Highlighter,40.57,1995,4800,99.77,6,194736.0
POP100873,Charlotte Tilbury,Middle East,Doha,Airport Duty-Free,Flash Event,2024-03-30,2024-04-19,20,LE-LC4VM2H9,Charlotte Tilbury Lumière Lipstick,36.07,1476,3335,68.81,3,120293.5
POP101837,Pat McGrath Labs,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-10-08,2024-10-17,9,LE-DXTWRAF7,Pat McGrath Labs Glow Lipstick,64.89,1183,3041,98.16,1,197330.5
POP101681,La Prairie,Latin America,Lima,Airport Duty-Free,Flash Event,2024-05-17,2024-07-02,46,LE-HE0CRG4L,La Prairie Mirage Fragrance,373.64,1128,3377,85.21,7,1261782.3
POP101801,Pat McGrath Labs,Latin America,Bogotá,Airport Duty-Free,Flash Event,2024-03-13,2024-04-15,33,LE-9PO2IH43,Pat McGrath Labs Lumière Blush,69.94,1582,838,47.48,5,58609.7
POP101978,Hermès Beauty,Middle East,Doha,Airport Duty-Free,Flash Event,2024-10-10,2024-11-23,44,LE-WJNRJXSV,Hermès Beauty Velvet Serum,178.09,1115,1210,56.17,6,215488.9
POP100479,Estée Lauder,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,2024-07-07,2024-08-22,46,LE-FXRUYTX6,Estée Lauder Velvet Mascara,33.85,1133,1749,63.1,7,59203.7
POP100965,Guerlain,Latin America,Lima,Airport Duty-Free,Flash Event,2024-04-17,2024-07-05,79,LE-HCUDZMZE,Guerlain Rouge Foundation,46.53,1353,2157,67.94,11,100365.2
POP101554,Huda Beauty,North America,Chicago,Airport Duty-Free,Flash Event,2024-07-07,2024-09-09,64,LE-09UOK33M,Huda Beauty Noir Eyeshadow Palette,117.28,1725,3207,74.34,9,376117.0
POP100382,Fenty Beauty,Latin America,Buenos Aires,Airport Duty-Free,Flash Event,2025-04-25,2025-06-01,37,LE-2VLC7NUX,Fenty Beauty Éclat Highlighter,82.94,2123,553,90.21,5,45865.8
POP101187,Givenchy Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2024-06-23,2024-09-09,78,LE-LR2Q21CA,Givenchy Beauty Velvet Setting Powder,45.09,1931,2668,70.36,11,120300.1
POP100303,Shiseido,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-07-18,2024-10-03,77,LE-5PBLWF7E,Shiseido Mirage Highlighter,88.54,2070,2949,63.94,11,261104.5
POP101380,Sisley-Paris,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-10-08,2025-01-03,87,LE-P23YUZHI,Sisley-Paris Glow Highlighter,40.17,1753,2702,78.14,12,108539.3
POP101764,Valentino Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2025-04-29,2025-07-05,67,LE-N7DE6S0C,Valentino Beauty Mirage Eyeshadow Palette,107.58,1103,3914,82.64,10,421068.1
POP101818,YSL Beauty,Latin America,Mexico City,Airport Duty-Free,Flash Event,2024-11-04,2024-12-29,55,LE-9VN6DNYK,YSL Beauty Velvet Highlighter,88.68,2287,2906,61.78,8,257704.1
POP100271,Chanel,Europe,Berlin,Airport Duty-Free,Flash Event,2024-04-26,2024-07-09,74,LE-2MZJSPNN,Chanel Opulence Setting Powder,59.25,2202,756,72.55,11,44793.0
POP100647,Rare Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,2024-06-08,2024-08-26,79,LE-5E7L9N9D,Rare Beauty Glow Fragrance,385.9,932,599,62.85,11,231154.1
POP100526,MAC Cosmetics,Latin America,São Paulo,Airport Duty-Free,Flash Event,2025-04-04,2025-04-21,17,LE-FLAW4KKH,MAC Cosmetics Pearl Blush,44.61,1445,2730,92.01,2,121785.3
POP100614,Tom Ford Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2024-12-10,2025-02-10,62,LE-LKNU460T,Tom Ford Beauty Rouge Blush,38.17,2329,1510,59.83,9,57636.7
POP100861,Tom Ford Beauty,Latin America,Buenos Aires,Airport Duty-Free,Flash Event,2024-09-21,2024-09-27,6,LE-T1PD0CNK,Tom Ford Beauty Opulence Fragrance,310.88,2232,1395,63.55,1,433677.6
POP101375,MAC Cosmetics,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,2025-06-04,2025-07-21,47,LE-AKN70OEK,MAC Cosmetics Satin Primer,68.97,1826,4319,98.88,7,297881.4
POP100497,Huda Beauty,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-06-05,2024-08-25,81,LE-O580CBUV,Huda Beauty Glow Foundation,51.97,1994,1323,49.96,12,68756.3
